DEBUG:inflation:('chryslercirruslx1997', 2, 27823)
DEBUG:inflation:('buickregalcustom1994', 399, 27180)
DEBUG:inflation:('subaruimprezal1997', 411, 52932)
DEBUG:inflation:('buickregallimited1994', 412, 27179)
DEBUG:inflation:('buickcenturyspecial1994', 413, 27190)
DEBUG:inflation:('subarulegacybrighton1997', 419, 52885)
DEBUG:inflation:('subarulegacyoutback1997', 421, 52886)
DEBUG:inflation:('buicklesabrecustom1993', 422, 35117)
DEBUG:inflation:('buickroadmasterlimited1993', 426, 33282)
DEBUG:inflation:('buicklesabrelimited1993', 427, 35116)
DEBUG:inflation:('subarulegacylsi1997', 430, 52887)
DEBUG:inflation:('toyotaavalonxl1997', 432, 52942)
DEBUG:inflation:('buickregalcustom1993', 435, 35105)
DEBUG:inflation:('toyotaavalonxls1997', 436, 52941)
DEBUG:inflation:('toyotat100dx1995', 440, 28514)
DEBUG:inflation:('toyotat100dx1995', 442, 28514)
DEBUG:inflation:('toyotat100dx1995', 443, 28514)
DEBUG:inflation:('toyotacamrydx1994', 448, 29022)
DEBUG:inflation:('toyotacamryle1994', 451, 29021)
DEBUG:inflation:('toyotacamryle1994', 454, 29021)
DEBUG:inflation:('toyotacamryse1994', 457, 29020)
DEBUG:inflation:('toyotacorolladx1994', 462, 29017)
DEBUG:inflation:('toyotacorollale1994', 465, 29016)
DEBUG:inflation:('toyotacelicagt1994', 470, 29018)
DEBUG:inflation:('toyotacamryce1997', 471, 52912)
DEBUG:inflation:('buickskylarkcustom1993', 472, 33279)
DEBUG:inflation:('buickcenturycustom1993', 475, 35094)
DEBUG:inflation:('toyotacamryle1997', 476, 52910)
DEBUG:inflation:('toyotacamryxle1997', 478, 52911)
DEBUG:inflation:('toyotacamryle1997', 480, 52910)
DEBUG:inflation:('toyotacamryxle1997', 481, 52911)
DEBUG:inflation:('toyotacamryce1997', 483, 52912)
DEBUG:inflation:('buickregallimited1993', 486, 35104)
DEBUG:inflation:('buickskylarklimited1993', 488, 33278)
DEBUG:inflation:('toyotacelicast1997', 490, 52909)
DEBUG:inflation:('toyotacelicagt1997', 497, 52908)
DEBUG:inflation:('buickcenturyspecial1993', 499, 35095)
DEBUG:inflation:('toyotacorolladx1997', 500, 52905)
DEBUG:inflation:('buicklesabrecustom1992', 503, 36169)
DEBUG:inflation:('toyotacorollace1997', 506, 52906)
DEBUG:inflation:('buickroadmasterlimited1992', 507, 35378)
DEBUG:inflation:('buicklesabrelimited1992', 509, 36168)
DEBUG:inflation:('buickcenturycustom1992', 517, 36120)
DEBUG:inflation:('buickregalcustom1992', 519, 36115)
DEBUG:inflation:('volkswagengolfgl1997', 528, 52926)
DEBUG:inflation:('volkswagenjettagl1997', 531, 52920)
DEBUG:inflation:('volkswagenjettagls1997', 532, 52923)
DEBUG:inflation:('volkswagenjettaglx1997', 534, 52921)
DEBUG:inflation:('buickregallimited1992', 535, 36114)
DEBUG:inflation:('volkswagenpassatglx1997', 536, 52918)
DEBUG:inflation:('volvo850glt1997', 542, 27637)
DEBUG:inflation:('buicklesabrecustom1991', 549, 34826)
DEBUG:inflation:('acuransxt1997', 552, 27786)
DEBUG:inflation:('buicklesabrelimited1991', 554, 34824)
DEBUG:inflation:('buickelectralimited1990', 560, 34685)
DEBUG:inflation:('nissan200sxse1997', 561, 52850)
DEBUG:inflation:('nissan200sxse-r1997', 565, 52851)
DEBUG:inflation:('buicklesabrecustom1990', 568, 34677)
DEBUG:inflation:('subarusvxl1997', 571, 52881)
DEBUG:inflation:('buicklesabrelimited1990', 572, 34675)
DEBUG:inflation:('subarusvxlsi1997', 573, 52882)
DEBUG:inflation:('buickregalcustom1990', 578, 34680)
DEBUG:inflation:('buickcenturycustom1990', 580, 34684)
DEBUG:inflation:('buickskylarkcustom1990', 584, 34669)
DEBUG:inflation:('buickregalcustom1991', 594, 34843)
DEBUG:inflation:('dodgestratuses1997', 595, 27909)
DEBUG:inflation:('buickskylarkcustom1991', 596, 34820)
DEBUG:inflation:('hyundaiaccentl1997', 597, 51933)
DEBUG:inflation:('hyundaiaccentgs1997', 599, 51930)
DEBUG:inflation:('buickcenturycustom1991', 600, 34829)
DEBUG:inflation:('buickregallimited1991', 607, 34842)
DEBUG:inflation:('buickcenturylimited1991', 610, 34828)
DEBUG:inflation:('buickregallimited1990', 622, 34679)
DEBUG:inflation:('hondaaccordlx1997', 623, 52004)
DEBUG:inflation:('hondaaccordex1997', 624, 52005)
DEBUG:inflation:('nissansentraxe1997', 626, 51341)
DEBUG:inflation:('nissansentragxe1997', 631, 51342)
DEBUG:inflation:('nissansentragle1997', 635, 51340)
DEBUG:inflation:('mitsubishieclipsers1997', 640, 52783)
DEBUG:inflation:('chevroletcavalierls1997', 661, 27870)
DEBUG:inflation:('toyotatercelce1997', 698, 51330)
DEBUG:inflation:('mazdamx-6ls1997', 704, 51377)
DEBUG:inflation:('chevroletcamarors1997', 713, 27864)
DEBUG:inflation:('buicklesabrecustom1997', 714, 27809)
DEBUG:inflation:('buicklesabrelimited1997', 715, 27808)
DEBUG:inflation:('chryslersebringjx1997', 716, 27816)
DEBUG:inflation:('chryslersebringjxi1997', 717, 27819)
DEBUG:inflation:('cadillacdevilleconcours1996', 719, 28239)
DEBUG:inflation:('volkswagenpassattdi1997', 720, 52919)
DEBUG:inflation:('cadillacsevillesls1996', 721, 28261)
DEBUG:inflation:('volvo850r1997', 727, 27636)
DEBUG:inflation:('hyundaiaccentgt1997', 729, 51932)
DEBUG:inflation:('cadillacsevillests1996', 730, 28262)
DEBUG:inflation:('cadillacdevilleconcours1995', 733, 30588)
DEBUG:inflation:('cadillacsevillesls1995', 735, 30582)
DEBUG:inflation:('cadillacsevillests1995', 742, 30583)
DEBUG:inflation:('cadillacdevilleconcours1994', 746, 27127)
DEBUG:inflation:('cadillacsevillests1994', 756, 27148)
DEBUG:inflation:('cadillaceldoradotouring1994', 758, 27125)
DEBUG:inflation:('cadillacsevillests1993', 772, 32918)
DEBUG:inflation:('fordescortlx1997', 773, 51961)
DEBUG:inflation:('cadillaceldoradotouring1993', 774, 32944)
DEBUG:inflation:('cadillacdevilletouring1993', 776, 32923)
DEBUG:inflation:('volkswagenjettagt1997', 787, 52922)
DEBUG:inflation:('nissanaltimaxe1997', 791, 52865)
DEBUG:inflation:('cadillacsevillests1992', 793, 27259)
DEBUG:inflation:('nissanaltimagxe1997', 794, 52866)
DEBUG:inflation:('nissanaltimase1997', 796, 52863)
DEBUG:inflation:('chevroletcamaroz282000', 826, 53691)
DEBUG:inflation:('chevroletastrols2000', 872, 53696)
DEBUG:inflation:('chevroletastrols2000', 873, 53696)
DEBUG:inflation:('chevroletastrolt2000', 874, 53697)
DEBUG:inflation:('chevroletastrolt2000', 875, 53697)
DEBUG:inflation:('dodgeviperacr2000', 890, 53678)
DEBUG:inflation:('fordcontourse2000', 891, 53772)
DEBUG:inflation:('fordrangerxlt2000', 908, 53756)
DEBUG:inflation:('fordtauruslx2000', 909, 53075)
DEBUG:inflation:('gmcsafarisle2000', 935, 52191)
DEBUG:inflation:('gmcsafarisle2000', 936, 52191)
DEBUG:inflation:('gmcsafarislt2000', 937, 52190)
DEBUG:inflation:('gmcsafarislt2000', 938, 52190)
DEBUG:inflation:('gmcsonomasle2000', 946, 52177)
DEBUG:inflation:('gmcsonomasle2000', 947, 52177)
DEBUG:inflation:('hondacr-vse2000', 949, 52214)
DEBUG:inflation:('jeepcherokeesport2000', 950, 52267)
DEBUG:inflation:('nissanmaximagxe2000', 958, 50978)
DEBUG:inflation:('nissanxterraxe2000', 959, 50995)
DEBUG:inflation:('toyotatacomasr52000', 1030, 48313)
DEBUG:inflation:('toyotatacomasr52000', 1031, 48313)
DEBUG:inflation:('toyotatacomasr52000', 1032, 48313)
DEBUG:inflation:('toyotatacomasr52000', 1033, 48313)
DEBUG:inflation:('toyotatundrasr52000', 1034, 48311)
DEBUG:inflation:('toyota4runnersr51992', 1035, 29240)
DEBUG:inflation:('volkswageneurovangls2000', 1037, 48688)
DEBUG:inflation:('volkswagenjettagls2000', 1038, 48682)
DEBUG:inflation:('volkswagenpassatgls2000', 1040, 48705)
DEBUG:inflation:('volkswagenpassatglx2000', 1042, 48704)
DEBUG:inflation:('buickregallse2000', 1045, 53098)
DEBUG:inflation:('cadillaccaterasport2000', 1046, 53580)
DEBUG:inflation:('chryslersebringjxi2000', 1064, 53661)
DEBUG:inflation:('gmcsonomasls2000', 1070, 52176)
DEBUG:inflation:('gmcsonomasls2000', 1071, 52176)
DEBUG:inflation:('gmcsonomasls2000', 1072, 52176)
DEBUG:inflation:('gmcsonomasls2000', 1073, 52176)
DEBUG:inflation:('gmcyukonslt2000', 1074, 52199)
DEBUG:inflation:('gmcyukonslt2000', 1075, 52199)
DEBUG:inflation:('jeepwranglersport2000', 1086, 51452)
DEBUG:inflation:('jeepwranglersahara2000', 1087, 51453)
DEBUG:inflation:('subaruimprezars2000', 1094, 50993)
DEBUG:inflation:('subaruforesterl2000', 1096, 51030)
DEBUG:inflation:('subaruforesters2000', 1097, 51029)
DEBUG:inflation:('jeepwranglerse2000', 1098, 51451)
DEBUG:inflation:('porsche911carrera1995', 1293, 27153)
DEBUG:inflation:('porsche928gts1995', 1294, 27152)
DEBUG:inflation:('porsche928gts1994', 1303, 29461)
DEBUG:inflation:('porsche911speedster1994', 1305, 29488)
DEBUG:inflation:('porsche928gts1993', 1316, 28867)
DEBUG:inflation:('toyotaavalonxl2000', 1324, 48676)
DEBUG:inflation:('toyotaavalonxls2000', 1325, 48675)
DEBUG:inflation:('toyotacelicagt2000', 1326, 48668)
DEBUG:inflation:('porsche911turbo1997', 1338, 51338)
DEBUG:inflation:('porsche911carrera1996', 1340, 27779)
DEBUG:inflation:('porsche911carrera1996', 1342, 27779)
DEBUG:inflation:('porsche911carrera1996', 1343, 27779)
DEBUG:inflation:('porsche911turbo1996', 1344, 27783)
DEBUG:inflation:('porsche911carrera1996', 1345, 27779)
DEBUG:inflation:('porsche911carrera1995', 1347, 27153)
DEBUG:inflation:('porsche911turbo1992', 1358, 30234)
DEBUG:inflation:('porsche944s21991', 1360, 28632)
DEBUG:inflation:('porsche911turbo1991', 1369, 28646)
DEBUG:inflation:('porsche944s21990', 1370, 29997)
DEBUG:inflation:('nissanquestse2000', 1466, 50999)
DEBUG:inflation:('nissanquestgxe2000', 1467, 51001)
DEBUG:inflation:('nissanquestgle2000', 1468, 51000)
DEBUG:inflation:('nissanquestxe1993', 1497, 28743)
DEBUG:inflation:('nissanpathfinderxe1993', 1498, 28725)
DEBUG:inflation:('nissanpathfinderxe1993', 1499, 28725)
DEBUG:inflation:('nissanmaximagxe1992', 1500, 30197)
DEBUG:inflation:('nissanmaximase1992', 1501, 30196)
DEBUG:inflation:('nissansentrae1992', 1505, 30190)
DEBUG:inflation:('nissansentragxe1992', 1506, 30193)
DEBUG:inflation:('nissanstanzagxe1992', 1507, 29402)
DEBUG:inflation:('nissanstanzase1992', 1509, 29400)
DEBUG:inflation:('nissanstanzaxe1992', 1512, 29401)
DEBUG:inflation:('nissansentraxe1992', 1513, 30191)
DEBUG:inflation:('nissan300zx2+21992', 1514, 30230)
DEBUG:inflation:('nissan240sxse1992', 1517, 30201)
DEBUG:inflation:('nissan300zxturbo1992', 1521, 30229)
DEBUG:inflation:('nissanpathfinderse1991', 1525, 30213)
DEBUG:inflation:('nissanpathfinderxe1991', 1531, 30214)
DEBUG:inflation:('nissanpathfinderxe1991', 1532, 30214)
DEBUG:inflation:('nissanmaximagxe1990', 1533, 31684)
DEBUG:inflation:('nissanmaximase1990', 1534, 31683)
DEBUG:inflation:('nissanstanzagxe1990', 1535, 31671)
DEBUG:inflation:('nissanstanzaxe1990', 1542, 31670)
DEBUG:inflation:('nissansentraxe1990', 1543, 31645)
DEBUG:inflation:('nissan300zx2+21990', 1545, 31660)
DEBUG:inflation:('nissan300zxturbo1990', 1547, 31659)
DEBUG:inflation:('nissan240sxxe1990', 1548, 31662)
DEBUG:inflation:('nissanaxxessse1990', 1551, 31656)
DEBUG:inflation:('nissanaxxessse1990', 1553, 31656)
DEBUG:inflation:('nissanpathfinderse1990', 1554, 31647)
DEBUG:inflation:('nissanpathfinderse1990', 1555, 31647)
DEBUG:inflation:('nissanpathfinderse1992', 1556, 30216)
DEBUG:inflation:('nissanpathfinderxe1992', 1562, 30217)
DEBUG:inflation:('nissanpathfinderxe1992', 1563, 30217)
DEBUG:inflation:('nissanmaximagxe1991', 1564, 30247)
DEBUG:inflation:('nissanmaximase1991', 1565, 30246)
DEBUG:inflation:('nissansentrae1991', 1568, 30209)
DEBUG:inflation:('nissanstanzagxe1991', 1570, 30207)
DEBUG:inflation:('nissansentrase1991', 1572, 30208)
DEBUG:inflation:('nissansentrase-r1991', 1573, 30211)
DEBUG:inflation:('nissansentraxe1991', 1574, 30210)
DEBUG:inflation:('nissanstanzaxe1991', 1576, 30206)
DEBUG:inflation:('nissan300zx2+21991', 1577, 30224)
DEBUG:inflation:('nissan240sxle1991', 1578, 30227)
DEBUG:inflation:('nissan240sxse1991', 1581, 30226)
DEBUG:inflation:('nissan300zxturbo1991', 1584, 30223)
DEBUG:inflation:('nissanaxxessxe1990', 1594, 31657)
DEBUG:inflation:('nissanaxxessxe1990', 1595, 31657)
DEBUG:inflation:('nissanpathfinderxe1990', 1596, 31648)
DEBUG:inflation:('nissanpathfinderxe1990', 1597, 31648)
DEBUG:inflation:('gmcjimmysle2000', 1636, 52233)
DEBUG:inflation:('gmcjimmyslt2000', 1637, 52231)
DEBUG:inflation:('gmcjimmysle2000', 1638, 52233)
DEBUG:inflation:('gmcjimmyslt2000', 1640, 52231)
DEBUG:inflation:('gmcjimmysls2000', 1881, 52232)
DEBUG:inflation:('gmcjimmysls2000', 1882, 52232)
DEBUG:inflation:('gmcjimmysls2000', 1885, 52232)
DEBUG:inflation:('gmcjimmysls2000', 1886, 52232)
DEBUG:inflation:('hyundaielantragls2000', 1892, 52153)
DEBUG:inflation:('mitsubishigalantvr-41991', 1960, 29391)
DEBUG:inflation:('mitsubishimiragegs1991', 1961, 29378)
DEBUG:inflation:('mitsubishimiragels1991', 1962, 29381)
DEBUG:inflation:('mitsubishiprecisrs1991', 1963, 29411)
DEBUG:inflation:('mitsubishieclipsegs1991', 1968, 29393)
DEBUG:inflation:('mitsubishieclipsegs1991', 1969, 29393)
DEBUG:inflation:('mitsubishieclipsegsx1991', 1970, 29395)
DEBUG:inflation:('mitsubishi3000gtsl1991', 1971, 30204)
DEBUG:inflation:('mitsubishi3000gtvr-41991', 1974, 30205)
DEBUG:inflation:('mitsubishimonterols1991', 1975, 29416)
DEBUG:inflation:('mitsubishimonterors1991', 1980, 29417)
DEBUG:inflation:('mitsubishigalantgs1990', 1982, 31635)
DEBUG:inflation:('mitsubishigalantgsx1990', 1983, 31638)
DEBUG:inflation:('mitsubishigalantls1990', 1984, 31637)
DEBUG:inflation:('mitsubishimiragels1992', 2018, 30187)
DEBUG:inflation:('mitsubishiexposp1992', 2019, 30158)
DEBUG:inflation:('mitsubishiexposp1992', 2020, 30158)
DEBUG:inflation:('mitsubishieclipsegs1992', 2025, 30162)
DEBUG:inflation:('mitsubishieclipsegs1992', 2026, 30162)
DEBUG:inflation:('mitsubishieclipsegsx1992', 2027, 30164)
DEBUG:inflation:('mitsubishi3000gtsl1992', 2028, 30172)
DEBUG:inflation:('mitsubishi3000gtvr-41992', 2031, 30173)
DEBUG:inflation:('mitsubishimonterols1992', 2032, 30143)
DEBUG:inflation:('mitsubishimonterors1992', 2037, 30144)
DEBUG:inflation:('mitsubishimonterosr1992', 2038, 30145)
DEBUG:inflation:('mitsubishigalantgs1991', 2040, 29387)
DEBUG:inflation:('mitsubishigalantgsr1991', 2041, 29392)
DEBUG:inflation:('mitsubishigalantgsx1991', 2042, 29390)
DEBUG:inflation:('mitsubishigalantls1991', 2043, 29389)
DEBUG:inflation:('mitsubishimirages1993', 2045, 28790)
DEBUG:inflation:('mitsubishiexposp1993', 2046, 28781)
DEBUG:inflation:('mitsubishiexposp1993', 2047, 28781)
DEBUG:inflation:('mitsubishieclipsegs1993', 2051, 28782)
DEBUG:inflation:('mitsubishieclipsegsx1993', 2052, 28784)
DEBUG:inflation:('mitsubishi3000gtsl1993', 2053, 28815)
DEBUG:inflation:('mitsubishi3000gtvr-41993', 2055, 28816)
DEBUG:inflation:('mitsubishimonterols1993', 2056, 28771)
DEBUG:inflation:('mitsubishimonterors1993', 2057, 28772)
DEBUG:inflation:('mitsubishimonterosr1993', 2058, 28773)
DEBUG:inflation:('mitsubishigalantgs1992', 2063, 30146)
DEBUG:inflation:('mitsubishigalantgsr1992', 2064, 30151)
DEBUG:inflation:('mitsubishigalantgsx1992', 2065, 30149)
DEBUG:inflation:('mitsubishidiamantels1992', 2066, 30169)
DEBUG:inflation:('mitsubishigalantls1992', 2067, 30148)
DEBUG:inflation:('mitsubishigalantvr-41992', 2070, 30150)
DEBUG:inflation:('mitsubishimiragegs1992', 2071, 30184)
DEBUG:inflation:('mitsubishiprecisrs1990', 2076, 31626)
DEBUG:inflation:('mitsubishimiragers1990', 2077, 31631)
DEBUG:inflation:('mitsubishimiragevl1990', 2082, 31632)
DEBUG:inflation:('mitsubishieclipsegs1990', 2083, 31663)
DEBUG:inflation:('mitsubishieclipsegs1990', 2084, 31663)
DEBUG:inflation:('mitsubishieclipsegsx1990', 2085, 31665)
DEBUG:inflation:('mitsubishimonterols1990', 2087, 31650)
DEBUG:inflation:('mitsubishimonterors1990', 2092, 31652)
DEBUG:inflation:('mitsubishimonterosp1990', 2093, 31653)
DEBUG:inflation:('mitsubishimonterosport1990', 2094, 31651)
DEBUG:inflation:('nissanpathfinderxe1994', 2130, 29896)
DEBUG:inflation:('nissanaltimagle1993', 2132, 28747)
DEBUG:inflation:('nissanaltimagxe1993', 2133, 28749)
DEBUG:inflation:('nissanmaximagxe1993', 2134, 28727)
DEBUG:inflation:('nissanaltimase1993', 2135, 28746)
DEBUG:inflation:('nissanmaximase1993', 2136, 28726)
DEBUG:inflation:('nissanaltimaxe1993', 2137, 28748)
DEBUG:inflation:('nissansentrae1993', 2141, 28714)
DEBUG:inflation:('nissansentragxe1993', 2142, 28717)
DEBUG:inflation:('nissansentraxe1993', 2146, 28715)
DEBUG:inflation:('nissan300zx2+21993', 2147, 28732)
DEBUG:inflation:('nissan240sxse1993', 2150, 28735)
DEBUG:inflation:('nissan300zxturbo1993', 2154, 28731)
DEBUG:inflation:('nissanquestgxe1993', 2156, 28744)
DEBUG:inflation:('nissanpathfinderse1993', 2159, 28724)
DEBUG:inflation:('nissan200sxse1996', 2252, 28009)
DEBUG:inflation:('nissan240sxse1996', 2253, 28000)
DEBUG:inflation:('nissan200sxse-r1996', 2254, 28010)
DEBUG:inflation:('nissanquestgxe1996', 2260, 28014)
DEBUG:inflation:('nissanpathfinderle1996', 2261, 27991)
DEBUG:inflation:('nissanpathfinderle1996', 2262, 27991)
DEBUG:inflation:('nissanpathfinderse1996', 2265, 27989)
DEBUG:inflation:('nissanquestxe1996', 2268, 28013)
DEBUG:inflation:('nissanpathfinderxe1996', 2272, 27990)
DEBUG:inflation:('nissanpathfinderxe1996', 2273, 27990)
DEBUG:inflation:('nissanaltimagle1995', 2274, 28986)
DEBUG:inflation:('nissanmaximagle1995', 2275, 28963)
DEBUG:inflation:('nissanaltimagxe1995', 2276, 28988)
DEBUG:inflation:('nissanmaximagxe1995', 2277, 28964)
DEBUG:inflation:('nissanaltimase1995', 2278, 28985)
DEBUG:inflation:('nissanmaximase1995', 2279, 28962)
DEBUG:inflation:('nissanaltimaxe1995', 2280, 28987)
DEBUG:inflation:('nissansentragle1995', 2281, 28973)
DEBUG:inflation:('nissansentragxe1995', 2282, 28975)
DEBUG:inflation:('gmcsonomasls1997', 2316, 51794)
DEBUG:inflation:('hondaaccorddx2000', 2321, 52230)
DEBUG:inflation:('mazdampves1997', 2325, 52804)
DEBUG:inflation:('mazdampvlx1997', 2326, 52803)
DEBUG:inflation:('nissanaltimagle1998', 2328, 50252)
DEBUG:inflation:('toyotacelicast1994', 2341, 29019)
DEBUG:inflation:('toyotamr2turbo1994', 2343, 29013)
DEBUG:inflation:('toyotapreviadx1994', 2347, 28998)
DEBUG:inflation:('toyotapreviadx1994', 2350, 28998)
DEBUG:inflation:('toyotapreviale1994', 2355, 28997)
DEBUG:inflation:('toyotapreviale1994', 2356, 28997)
DEBUG:inflation:('toyotapreviale1994', 2357, 28997)
DEBUG:inflation:('toyotapreviale1994', 2358, 28997)
DEBUG:inflation:('toyota4runnersr51994', 2359, 29046)
DEBUG:inflation:('toyotapickupsr51994', 2360, 29009)
DEBUG:inflation:('toyotapickupsr51994', 2361, 29009)
DEBUG:inflation:('toyota4runnersr51994', 2362, 29046)
DEBUG:inflation:('toyota4runnersr51994', 2363, 29046)
DEBUG:inflation:('gmcyukonsle1997', 2421, 51792)
DEBUG:inflation:('jeepcherokeese1997', 2424, 51519)
DEBUG:inflation:('jeepwranglerse1997', 2425, 51511)
DEBUG:inflation:('jeepwranglersahara1997', 2426, 51513)
DEBUG:inflation:('volkswagencabriogl2000', 2467, 48709)
DEBUG:inflation:('volkswagencabriogls2000', 2468, 48710)
DEBUG:inflation:('nissanmaximagle1996', 2474, 27993)
DEBUG:inflation:('nissanaltimagle1996', 2475, 28017)
DEBUG:inflation:('nissanaltimagxe1996', 2476, 28019)
DEBUG:inflation:('nissanmaximagxe1996', 2477, 27994)
DEBUG:inflation:('nissanaltimase1996', 2478, 28016)
DEBUG:inflation:('nissanmaximase1996', 2479, 27992)
DEBUG:inflation:('nissanaltimaxe1996', 2480, 28018)
DEBUG:inflation:('nissansentragle1996', 2481, 27982)
DEBUG:inflation:('nissansentragxe1996', 2482, 27984)
DEBUG:inflation:('nissansentraxe1996', 2484, 27983)
DEBUG:inflation:('volkswagenpassatgls2000', 2518, 48705)
DEBUG:inflation:('volkswagenpassatgls2000', 2519, 48705)
DEBUG:inflation:('volkswagenpassatglx2000', 2520, 48704)
DEBUG:inflation:('dodgedurangosport2000', 2521, 53703)
DEBUG:inflation:('dodgedurangosport2000', 2522, 53703)
DEBUG:inflation:('mazdamillenias2000', 2528, 50013)
DEBUG:inflation:('mazdaprotegedx2000', 2530, 50000)
DEBUG:inflation:('mazdaprotegelx2000', 2531, 49998)
DEBUG:inflation:('mazdaprotegees2000', 2532, 49999)
DEBUG:inflation:('mazda626lx2000', 2533, 50923)
DEBUG:inflation:('mazda626lx2000', 2534, 50923)
DEBUG:inflation:('mazda626es2000', 2535, 50924)
DEBUG:inflation:('mazda626es2000', 2536, 50924)
DEBUG:inflation:('subarujustygl1991', 2605, 28598)
DEBUG:inflation:('subarujustygl1991', 2606, 28598)
DEBUG:inflation:('subarujustygl1991', 2607, 28598)
DEBUG:inflation:('subaruxtgl1991', 2609, 28561)
DEBUG:inflation:('subaruxtxt61991', 2610, 28562)
DEBUG:inflation:('subaruxtxt61991', 2611, 28562)
DEBUG:inflation:('subarulegacyl1990', 2613, 30102)
DEBUG:inflation:('subarulegacyl1990', 2615, 30102)
DEBUG:inflation:('subarulegacyls1990', 2617, 30101)
DEBUG:inflation:('subarulegacyls1990', 2619, 30101)
DEBUG:inflation:('subaruloyaleturbo1990', 2628, 30097)
DEBUG:inflation:('subaruloyaleturbo1990', 2632, 30097)
DEBUG:inflation:('subarujustydl1990', 2633, 30132)
DEBUG:inflation:('subarujustygl1990', 2634, 30131)
DEBUG:inflation:('subarujustygl1990', 2635, 30131)
DEBUG:inflation:('subarujustygl1990', 2636, 30131)
DEBUG:inflation:('mitsubishieclipsegs1994', 2703, 29902)
DEBUG:inflation:('mitsubishieclipsegs1994', 2704, 29902)
DEBUG:inflation:('mitsubishieclipsegs1994', 2705, 29902)
DEBUG:inflation:('mitsubishieclipsegsx1994', 2706, 29904)
DEBUG:inflation:('mitsubishi3000gtsl1994', 2707, 29889)
DEBUG:inflation:('mitsubishi3000gtvr-41994', 2709, 29890)
DEBUG:inflation:('mitsubishimonterols1994', 2710, 29464)
DEBUG:inflation:('mitsubishimonterosr1994', 2711, 29465)
DEBUG:inflation:('mitsubishigalantes1993', 2716, 28798)
DEBUG:inflation:('mitsubishidiamantees1993', 2717, 28810)
